"Date","Price","Open","High","Low","Vol.","Change %"
"04/30/2020","8,889.55","8,911.01","8,926.11","8,825.83","1.13B","-0.28%"
"04/29/2020","8,914.71","8,802.70","8,957.26","8,765.01","1.03B","3.57%"
"04/28/2020","8,607.73","8,825.68","8,830.57","8,600.70","846.78M","-1.40%"
"04/27/2020","8,730.16","8,717.98","8,754.57","8,697.37","807.92M","1.11%"
"04/24/2020","8,634.52","8,530.08","8,642.93","8,464.42","797.88M","1.65%"
"04/23/2020","8,494.75","8,528.84","8,635.23","8,475.20","854.52M","-0.01%"
"04/22/2020","8,495.38","8,434.55","8,537.31","8,404.54","733.43M","2.81%"
"04/21/2020","8,263.23","8,460.69","8,480.29","8,215.69","881.56M","-3.48%"
"04/20/2020","8,560.73","8,553.38","8,684.91","8,553.38","876.31M","-1.03%"
"04/17/2020","8,650.14","8,667.48","8,670.30","8,531.69","1.06B","1.38%"
"04/16/2020","8,532.36","8,479.11","8,560.16","8,393.27","919.56M","1.66%"
"04/15/2020","8,393.18","8,355.96","8,464.66","8,308.79","794.06M","-1.44%"
"04/14/2020","8,515.74","8,353.21","8,531.11","8,338.08","849.82M","3.95%"
"04/13/2020","8,192.42","8,127.69","8,200.44","8,035.95","761.87M","0.48%"
"04/09/2020","8,153.57","8,169.01","8,227.91","8,072.32","925.80M","0.77%"
"04/08/2020","8,090.90","7,975.72","8,114.43","7,901.94","838.25M","2.58%"
"04/07/2020","7,887.26","8,129.99","8,146.43","7,881.22","1.00B","-0.33%"
"04/06/2020","7,913.24","7,660.17","7,938.33","7,617.79","980.15M","7.33%"
"04/03/2020","7,373.08","7,477.27","7,518.72","7,288.11","836.10M","-1.53%"
"04/02/2020","7,487.31","7,317.45","7,501.70","7,307.95","912.99M","1.72%"
"04/01/2020","7,360.58","7,459.50","7,566.37","7,301.98","914.11M","-4.41%"
"03/31/2020","7,700.10","7,740.06","7,880.31","7,642.86","1.10B","-0.95%"
"03/30/2020","7,774.15","7,583.46","7,784.35","7,539.97","926.45M","3.62%"
"03/27/2020","7,502.38","7,554.25","7,716.24","7,491.14","1.00B","-3.79%"
"03/26/2020","7,797.54","7,462.21","7,809.82","7,462.21","1.01B","5.60%"
"03/25/2020","7,384.30","7,421.36","7,671.21","7,276.40","1.19B","-0.45%"
"03/24/2020","7,417.86","7,196.15","7,418.37","7,169.86","1.15B","8.12%"
"03/23/2020","6,860.67","6,847.28","6,984.94","6,631.42","1.08B","-0.27%"
"03/20/2020","6,879.52","7,248.07","7,354.44","6,854.67","1.64B","-3.79%"
"03/19/2020","7,150.58","6,996.45","7,341.38","6,858.38","1.19B","2.30%"
"03/18/2020","6,989.84","6,902.32","7,182.83","6,686.36","1.26B","-4.70%"
"03/17/2020","7,334.78","6,904.59","7,406.23","6,828.91","1.29B","6.23%"
"03/16/2020","6,904.59","7,392.73","7,422.20","6,882.86","1.27B","-12.32%"
"03/13/2020","7,874.88","7,610.39","7,875.93","7,219.09","1.25B","9.35%"
"03/12/2020","7,201.80","7,398.58","7,712.33","7,194.67","1.34B","-9.43%"
"03/11/2020","7,952.05","8,136.25","8,181.36","7,850.94","1.06B","-4.70%"
"03/10/2020","8,344.25","8,219.76","8,347.40","7,930.43","1.12B","4.95%"
"03/09/2020","7,950.68","7,957.93","8,243.31","7,943.16","1.20B","-7.29%"
"03/06/2020","8,575.62","8,469.01","8,612.36","8,375.13","1.05B","-1.86%"
"03/05/2020","8,738.59","8,790.09","8,921.08","8,677.39","901.11M","-3.10%"
"03/04/2020","9,018.09","8,834.10","9,019.96","8,757.66","878.06M","3.85%"
"03/03/2020","8,684.09","8,965.10","9,070.32","8,602.89","1.10B","-2.99%"
"03/02/2020","8,952.17","8,667.14","8,952.81","8,543.35","1.10B","4.49%"
"02/28/2020","8,567.37","8,269.74","8,591.82","8,264.16","1.44B","0.01%"
"02/27/2020","8,566.48","8,744.03","8,904.11","8,562.05","1.15B","-4.61%"
"02/26/2020","8,980.77","9,011.55","9,148.32","8,927.80","870.35M","0.17%"
"02/25/2020","8,965.61","9,301.20","9,315.26","8,940.49","871.82M","-2.77%"
"02/24/2020","9,221.28","9,188.44","9,322.88","9,166.01","795.20M","-3.71%"
"02/21/2020","9,576.59","9,708.01","9,715.95","9,542.33","699.67M","-1.79%"
"02/20/2020","9,750.97","9,799.20","9,820.86","9,636.94","646.92M","-0.67%"
"02/19/2020","9,817.18","9,782.81","9,838.37","9,777.10","580.07M","0.87%"
"02/18/2020","9,732.74","9,679.04","9,747.68","9,675.80","555.31M","0.02%"
"02/14/2020","9,731.18","9,728.90","9,746.36","9,693.05","536.34M","0.20%"
"02/13/2020","9,711.97","9,657.04","9,748.32","9,650.02","545.84M","-0.14%"
"02/12/2020","9,725.96","9,688.60","9,728.77","9,666.68","589.71M","0.90%"
"02/11/2020","9,638.94","9,680.89","9,714.74","9,617.21","567.80M","0.11%"
"02/10/2020","9,628.39","9,493.63","9,628.66","9,493.63","546.60M","1.13%"
"02/07/2020","9,520.51","9,526.64","9,570.09","9,496.53","549.79M","-0.54%"
"02/06/2020","9,572.15","9,540.98","9,575.66","9,505.68","582.67M","0.67%"
"02/05/2020","9,508.68","9,574.10","9,574.93","9,454.93","625.91M","0.43%"
"02/04/2020","9,467.97","9,398.39","9,485.38","9,374.05","607.83M","2.10%"
"02/03/2020","9,273.40","9,190.72","9,299.85","9,188.55","623.27M","1.34%"
"01/31/2020","9,150.94","9,324.33","9,324.80","9,123.22","695.77M","-1.59%"
"01/30/2020","9,298.93","9,211.15","9,303.00","9,185.18","573.68M","0.26%"
"01/29/2020","9,275.16","9,318.26","9,329.11","9,249.04","548.87M","0.06%"
"01/28/2020","9,269.68","9,201.82","9,288.87","9,182.33","530.77M","1.43%"
"01/27/2020","9,139.31","9,092.46","9,185.45","9,088.04","686.78M","-1.89%"
"01/24/2020","9,314.91","9,446.20","9,451.43","9,273.23","629.46M","-0.93%"
"01/23/2020","9,402.48","9,377.72","9,409.20","9,334.13","611.04M","0.20%"
"01/22/2020","9,383.77","9,413.61","9,439.29","9,375.13","580.34M","0.14%"
"01/21/2020","9,370.81","9,361.07","9,397.58","9,350.20","691.60M","-0.19%"
"01/17/2020","9,388.94","9,392.37","9,393.48","9,346.81","659.47M","0.34%"
"01/16/2020","9,357.13","9,313.44","9,357.92","9,301.32","567.15M","1.06%"
"01/15/2020","9,258.69","9,253.76","9,298.82","9,231.14","584.77M","0.08%"
"01/14/2020","9,251.33","9,270.61","9,298.33","9,226.49","624.22M","-0.24%"
"01/13/2020","9,273.93","9,213.72","9,274.49","9,193.06","605.16M","1.04%"
"01/10/2020","9,178.86","9,232.94","9,235.20","9,164.66","585.08M","-0.27%"
"01/09/2020","9,203.43","9,202.27","9,215.95","9,158.50","601.33M","0.81%"
"01/08/2020","9,129.24","9,068.03","9,168.89","9,059.38","595.81M","0.67%"
"01/07/2020","9,068.58","9,076.65","9,091.93","9,042.55","552.23M","-0.03%"
"01/06/2020","9,071.47","8,943.50","9,072.41","8,943.50","690.23M","0.56%"
"01/03/2020","9,020.77","8,976.43","9,065.76","8,976.43","618.55M","-0.79%"
"01/02/2020","9,092.19","9,039.46","9,093.43","9,010.89","654.95M","1.33%"
